sid,pid,y
s50,p91,0
s50,p92,1
s50,p93,1
s50,p94,0
s50,p95,1
s50,p96,0
s50,p97,0
s50,p98,0
s50,p99,1
s50,p100,0
s50,p101,1
s50,p102,1
s50,p103,0
s50,p104,0
s50,p105,0
s50,p106,1
s50,p107,1
s50,p108,1
s50,p109,1
s50,p110,0
s50,p111,0
s50,p112,1
s50,p113,0
s50,p114,1
s50,p115,0
s50,p116,1
s50,p117,0
s50,p118,1
s50,p119,0
s50,p120,1
s50,p121,0
s50,p122,1
s50,p123,1
s50,p124,1
s50,p125,0
s50,p126,1
s50,p127,1
s50,p128,1
s50,p129,0
s50,p130,1
s50,p131,0
s50,p132,1
s50,p133,1
s50,p134,0
s50,p135,0
s50,p136,1
s50,p137,1
s50,p138,1
s50,p139,1
s50,p140,0
s50,p141,0
s50,p142,0
s50,p143,1
s50,p144,1
s50,p145,1
s50,p146,1
s50,p147,1
s50,p148,0
s50,p149,0
s50,p150,0
s50,p151,0
s50,p152,0
s50,p153,0
s50,p154,1
s50,p155,0
s50,p156,1
s50,p157,0
s50,p158,1
s50,p159,0
s50,p160,1
s50,p161,1
s50,p162,1
s50,p163,0
s50,p164,0
s50,p165,0
s50,p166,0
s50,p167,0
s50,p168,1
s50,p169,0
s50,p170,0
s50,p171,1
s50,p172,1
s50,p173,0
s50,p174,1
s50,p175,1
s50,p176,0
s50,p177,0
s50,p178,0
s50,p179,0
s50,p180,1
s50,p181,1
s50,p182,1
s50,p183,0
s50,p184,0
s50,p185,1
s50,p186,0
s50,p187,0
s50,p188,0
s50,p189,1
s50,p190,0
s50,p191,1
s50,p192,1
s50,p193,0
s50,p194,1
s50,p195,1
s50,p196,1
s50,p197,1
s50,p198,1
s50,p199,1
s50,p200,1
s51,p1,1
s51,p2,0
s51,p3,1
s51,p4,1
s51,p5,0
s51,p6,1
s51,p7,1
s51,p8,1
s51,p9,1
s51,p10,1
s51,p11,0
s51,p12,1
s51,p13,0
s51,p14,0
s51,p15,1
s51,p16,1
s51,p17,1
s51,p18,0
s51,p19,0
s51,p20,0
s51,p21,0
s51,p22,0
s51,p23,1
s51,p24,0
s51,p25,0
s51,p26,1
s51,p27,1
s51,p28,0
s51,p29,0
s51,p30,1
s51,p31,0
s51,p32,0
s51,p33,1
s51,p34,1
s51,p35,0
s51,p36,1
s51,p37,1
s51,p38,1
s51,p39,0
s51,p40,0
s51,p41,0
s51,p42,1
s51,p43,0
s51,p44,1
s51,p45,1
s51,p46,1
s51,p47,0
s51,p48,1
s51,p49,0
s51,p50,1
s51,p51,0
s51,p52,1
s51,p53,1
s51,p54,1
s51,p55,1
s51,p56,0
s51,p57,0
s51,p58,0
s51,p59,1
s51,p60,0
s51,p61,1
s51,p62,1
s51,p63,1
s51,p64,1
s51,p65,0
s51,p66,0
s51,p67,1
s51,p68,0
s51,p69,0
s51,p70,0
s51,p71,0
s51,p72,0
s51,p73,1
s51,p74,1
s51,p75,0
s51,p76,1
s51,p77,1
s51,p78,0
s51,p79,1
s51,p80,0
s51,p81,1
s51,p82,0
s51,p83,1
s51,p84,1
s51,p85,1
s51,p86,1
s51,p87,0
s51,p88,1
s51,p89,1
s51,p90,0
s51,p91,0
s51,p92,0
s51,p93,0
s51,p94,1
s51,p95,1
s51,p96,0
s51,p97,1
s51,p98,1
s51,p99,0
s51,p100,0
s51,p101,0
s51,p102,1
s51,p103,0
s51,p104,1
s51,p105,0
s51,p106,1
s51,p107,0
s51,p108,0
s51,p109,1
s51,p110,1
s51,p111,1
s51,p112,1
s51,p113,1
s51,p114,1
s51,p115,1
s51,p116,0
s51,p117,1
s51,p118,1
s51,p119,0
s51,p120,0
s51,p121,0
s51,p122,1
s51,p123,1
s51,p124,1
s51,p125,1
s51,p126,0
s51,p127,1
s51,p128,1
s51,p129,1
s51,p130,1
s51,p131,1
s51,p132,0
s51,p133,1
s51,p134,1
s51,p135,1
s51,p136,1
s51,p137,1
s51,p138,1
s51,p139,1
s51,p140,0
s51,p141,0
s51,p142,0
s51,p143,1
s51,p144,1
s51,p145,1
s51,p146,0
s51,p147,1
s51,p148,1
s51,p149,1
s51,p150,1
s51,p151,0
s51,p152,0
s51,p153,1
s51,p154,0
s51,p155,0
s51,p156,1
s51,p157,0
s51,p158,0
s51,p159,1
s51,p160,0
s51,p161,1
s51,p162,1
s51,p163,1
s51,p164,0
s51,p165,1
s51,p166,1
s51,p167,1
s51,p168,1
s51,p169,0
s51,p170,0
s51,p171,0
s51,p172,0
s51,p173,0
s51,p174,0
s51,p175,1
s51,p176,0
s51,p177,1
s51,p178,1
s51,p179,1
s51,p180,1
s51,p181,0
s51,p182,0
s51,p183,1
s51,p184,0
s51,p185,1
s51,p186,0
s51,p187,0
s51,p188,0
s51,p189,1
s51,p190,1
s51,p191,0
s51,p192,1
s51,p193,0
s51,p194,0
s51,p195,0
s51,p196,0
s51,p197,1
s51,p198,0
s51,p199,0
s51,p200,1
s52,p1,0
s52,p2,0
s52,p3,1
s52,p4,0
s52,p5,1
s52,p6,1
s52,p7,0
s52,p8,1
s52,p9,0
s52,p10,0
s52,p11,0
s52,p12,0
s52,p13,0
s52,p14,1
s52,p15,0
s52,p16,1
s52,p17,1
s52,p18,0
s52,p19,1
s52,p20,1
s52,p21,1
s52,p22,1
s52,p23,0
s52,p24,0
s52,p25,0
s52,p26,0
s52,p27,0
s52,p28,1
s52,p29,1
s52,p30,1
s52,p31,1
s52,p32,1
s52,p33,1
s52,p34,1
s52,p35,1
s52,p36,1
s52,p37,0
s52,p38,1
s52,p39,0
s52,p40,1
s52,p41,0
s52,p42,0
s52,p43,1
s52,p44,1
s52,p45,0
s52,p46,1
s52,p47,1
s52,p48,1
s52,p49,0
s52,p50,0
s52,p51,0
s52,p52,0
s52,p53,0
s52,p54,0
s52,p55,0
s52,p56,1
s52,p57,0
s52,p58,0
s52,p59,0
s52,p60,0
s52,p61,1
s52,p62,0
s52,p63,0
s52,p64,0
s52,p65,0
s52,p66,1
s52,p67,0
s52,p68,1
s52,p69,0
s52,p70,1
s52,p71,1
s52,p72,1
s52,p73,0
s52,p74,0
s52,p75,0
s52,p76,0
s52,p77,0
s52,p78,1
s52,p79,1
s52,p80,0
s52,p81,1
s52,p82,0
s52,p83,0
s52,p84,1
s52,p85,1
s52,p86,0
s52,p87,1
s52,p88,0
s52,p89,1
s52,p90,1
s52,p91,0
s52,p92,0
s52,p93,0
s52,p94,1
s52,p95,0
s52,p96,0
s52,p97,1
s52,p98,1
s52,p99,0
s52,p100,1
s52,p101,1
s52,p102,0
s52,p103,0
s52,p104,0
s52,p105,1
s52,p106,0
s52,p107,0
s52,p108,0
s52,p109,0
s52,p110,1
s52,p111,0
s52,p112,0
s52,p113,0
s52,p114,1
s52,p115,1
s52,p116,0
s52,p117,1
s52,p118,0
s52,p119,1
s52,p120,1
s52,p121,1
s52,p122,0
s52,p123,1
s52,p124,1
s52,p125,0
s52,p126,1
s52,p127,0
s52,p128,1
s52,p129,0
s52,p130,0
s52,p131,0
s52,p132,0
s52,p133,1
s52,p134,0
s52,p135,1
s52,p136,1
s52,p137,1
s52,p138,0
s52,p139,0
s52,p140,1
s52,p141,0
s52,p142,1
s52,p143,0
s52,p144,1
s52,p145,0
s52,p146,0
s52,p147,0
s52,p148,1
s52,p149,1
s52,p150,1
s52,p151,0
s52,p152,1
s52,p153,0
s52,p154,1
s52,p155,1
s52,p156,1
s52,p157,1
s52,p158,0
s52,p159,0
s52,p160,1
s52,p161,0
s52,p162,0
s52,p163,0
s52,p164,1
s52,p165,1
s52,p166,0
s52,p167,1
s52,p168,1
s52,p169,1
s52,p170,0
s52,p171,1
s52,p172,0
s52,p173,0
s52,p174,1
s52,p175,1
s52,p176,1
s52,p177,1
s52,p178,0
s52,p179,0
s52,p180,0
s52,p181,0
s52,p182,1
s52,p183,1
s52,p184,1
s52,p185,1
s52,p186,0
s52,p187,1
s52,p188,1
s52,p189,1
s52,p190,0
s52,p191,0
s52,p192,0
s52,p193,0
s52,p194,1
s52,p195,1
s52,p196,0
s52,p197,1
s52,p198,0
s52,p199,0
s52,p200,1
s53,p1,0
s53,p2,1
s53,p3,1
s53,p4,0
s53,p5,0
s53,p6,1
s53,p7,1
s53,p8,0
s53,p9,0
s53,p10,0
s53,p11,1
s53,p12,0
s53,p13,0
s53,p14,0
s53,p15,0
s53,p16,1
s53,p17,1
s53,p18,0
s53,p19,1
s53,p20,1
s53,p21,1
s53,p22,1
s53,p23,1
s53,p24,0
s53,p25,1
s53,p26,0
s53,p27,0
s53,p28,1
s53,p29,0
s53,p30,0
s53,p31,0
s53,p32,1
s53,p33,1
s53,p34,1
s53,p35,0
s53,p36,1
s53,p37,1
s53,p38,1
s53,p39,1
s53,p40,0
s53,p41,1
s53,p42,1
s53,p43,0
s53,p44,0
s53,p45,1
s53,p46,1
s53,p47,0
s53,p48,0
s53,p49,1
s53,p50,0
s53,p51,0
s53,p52,1
s53,p53,1
s53,p54,1
s53,p55,1
s53,p56,0
s53,p57,0
s53,p58,1
s53,p59,1
s53,p60,0
s53,p61,1
s53,p62,1
s53,p63,0
s53,p64,1
s53,p65,0
s53,p66,1
s53,p67,0
s53,p68,1
s53,p69,1
s53,p70,0
s53,p71,1
s53,p72,0
s53,p73,0
s53,p74,0
s53,p75,1
s53,p76,0
s53,p77,0
s53,p78,1
s53,p79,0
s53,p80,0
s53,p81,0
s53,p82,0
s53,p83,1
s53,p84,0
s53,p85,1
s53,p86,1
s53,p87,1
s53,p88,1
s53,p89,0
s53,p90,0
s53,p91,0
s53,p92,0
s53,p93,0
s53,p94,1
s53,p95,0
s53,p96,1
s53,p97,0
s53,p98,0
s53,p99,1
s53,p100,0
s53,p101,1
s53,p102,0
s53,p103,0
s53,p104,1
s53,p105,0
s53,p106,0
s53,p107,1
s53,p108,1
s53,p109,1
s53,p110,1
s53,p111,1
s53,p112,1
s53,p113,0
s53,p114,1
s53,p115,0
s53,p116,1
s53,p117,1
s53,p118,1
s53,p119,1
s53,p120,0
s53,p121,0
s53,p122,0
s53,p123,0
s53,p124,1
s53,p125,0
s53,p126,1
s53,p127,0
s53,p128,1
s53,p129,1
s53,p130,0
s53,p131,1
s53,p132,1
s53,p133,1
s53,p134,1
s53,p135,0
s53,p136,1
s53,p137,0
s53,p138,0
s53,p139,0
s53,p140,0
s53,p141,0
s53,p142,0
s53,p143,1
s53,p144,0
s53,p145,0
s53,p146,1
s53,p147,0
s53,p148,0
s53,p149,1
s53,p150,1
s53,p151,0
s53,p152,0
s53,p153,0
s53,p154,1
s53,p155,0
s53,p156,0
s53,p157,0
s53,p158,0
s53,p159,0
s53,p160,0
s53,p161,0
s53,p162,0
s53,p163,1
s53,p164,0
s53,p165,0
s53,p166,0
s53,p167,0
s53,p168,0
s53,p169,1
s53,p170,1
s53,p171,1
s53,p172,1
s53,p173,0
s53,p174,0
s53,p175,0
s53,p176,0
s53,p177,0
s53,p178,0
s53,p179,0
s53,p180,0
s53,p181,1
s53,p182,1
s53,p183,1
s53,p184,1
s53,p185,0
s53,p186,0
s53,p187,1
s53,p188,1
s53,p189,1
s53,p190,0
s53,p191,0
s53,p192,1
s53,p193,0
s53,p194,1
s53,p195,1
s53,p196,1
s53,p197,1
s53,p198,1
s53,p199,0
s53,p200,0
s54,p1,0
s54,p2,1
s54,p3,0
s54,p4,1
s54,p5,1
s54,p6,0
s54,p7,0
s54,p8,1
s54,p9,1
s54,p10,1
s54,p11,0
s54,p12,1
s54,p13,1
s54,p14,0
s54,p15,1
s54,p16,1
s54,p17,0
s54,p18,0
s54,p19,0
s54,p20,0
s54,p21,1
s54,p22,0
s54,p23,1
s54,p24,0
s54,p25,1
s54,p26,0
s54,p27,0
s54,p28,1
s54,p29,1
s54,p30,1
s54,p31,1
s54,p32,1
s54,p33,0
s54,p34,1
s54,p35,1
s54,p36,0
s54,p37,1
s54,p38,1
s54,p39,1
s54,p40,1
s54,p41,0
s54,p42,1
s54,p43,0
s54,p44,1
s54,p45,0
s54,p46,0
s54,p47,0
s54,p48,1
s54,p49,0
s54,p50,0
s54,p51,1
s54,p52,0
s54,p53,0
s54,p54,1
s54,p55,0
s54,p56,0
s54,p57,0
s54,p58,1
s54,p59,0
s54,p60,1
s54,p61,1
s54,p62,1
s54,p63,0
s54,p64,1
s54,p65,1
s54,p66,1
s54,p67,1
s54,p68,1
s54,p69,1
s54,p70,0
s54,p71,1
s54,p72,1
s54,p73,1
s54,p74,0
s54,p75,0
s54,p76,0
s54,p77,1
s54,p78,1
s54,p79,1
s54,p80,1
s54,p81,0
s54,p82,0
s54,p83,1
s54,p84,0
s54,p85,0
s54,p86,0
s54,p87,0
s54,p88,1
s54,p89,1
s54,p90,1
s54,p91,0
s54,p92,1
s54,p93,1
s54,p94,0
s54,p95,1
s54,p96,1
s54,p97,1
s54,p98,1
s54,p99,0
s54,p100,0
s54,p101,0
s54,p102,0
s54,p103,0
s54,p104,0
s54,p105,0
s54,p106,0
s54,p107,0
s54,p108,0
s54,p109,0
s54,p110,0
s54,p111,0
s54,p112,0
s54,p113,0
s54,p114,0
s54,p115,0
s54,p116,0
s54,p117,1
s54,p118,1
s54,p119,1
s54,p120,0
s54,p121,0
s54,p122,0
s54,p123,0
s54,p124,0
s54,p125,0
s54,p126,1
s54,p127,0
s54,p128,0
s54,p129,1
s54,p130,1
s54,p131,1
s54,p132,1
s54,p133,0
s54,p134,0
s54,p135,1
s54,p136,1
s54,p137,0
s54,p138,1
s54,p139,0
s54,p140,0
s54,p141,1
s54,p142,1
s54,p143,0
s54,p144,0
s54,p145,1
s54,p146,1
s54,p147,0
s54,p148,1
s54,p149,1
s54,p150,0
s54,p151,1
s54,p152,1
s54,p153,0
s54,p154,1
s54,p155,1
s54,p156,1
s54,p157,0
s54,p158,1
s54,p159,0
s54,p160,0
s54,p161,1
s54,p162,1
s54,p163,0
s54,p164,1
s54,p165,1
s54,p166,0
s54,p167,0
s54,p168,1
s54,p169,0
s54,p170,1
s54,p171,0
s54,p172,1
s54,p173,1
s54,p174,0
s54,p175,0
s54,p176,1
s54,p177,0
s54,p178,0
s54,p179,1
s54,p180,0
s54,p181,0
s54,p182,0
s54,p183,1
s54,p184,0
s54,p185,1
s54,p186,1
s54,p187,1
s54,p188,0
s54,p189,1
s54,p190,1
s54,p191,0
s54,p192,1
s54,p193,1
s54,p194,1
s54,p195,1
s54,p196,0
s54,p197,0
s54,p198,1
s54,p199,0
s54,p200,0
s55,p1,0
s55,p2,0
s55,p3,0
s55,p4,1
s55,p5,1
s55,p6,0
s55,p7,0
s55,p8,1
s55,p9,0
s55,p10,1
s55,p11,1
s55,p12,0
s55,p13,0
s55,p14,1
s55,p15,1
s55,p16,1
s55,p17,1
s55,p18,1
s55,p19,1
s55,p20,0
s55,p21,1
s55,p22,0
s55,p23,1
s55,p24,0
s55,p25,0
s55,p26,1
s55,p27,0
s55,p28,0
s55,p29,1
s55,p30,1
s55,p31,1
s55,p32,0
s55,p33,0
s55,p34,0
s55,p35,0
s55,p36,1
s55,p37,1
s55,p38,1
s55,p39,1
s55,p40,0
s55,p41,0
s55,p42,1
s55,p43,0
s55,p44,0
s55,p45,0
s55,p46,1
s55,p47,1
s55,p48,0
s55,p49,0
s55,p50,0
s55,p51,1
s55,p52,1
s55,p53,1
s55,p54,0
s55,p55,1
s55,p56,0
s55,p57,0
s55,p58,1
s55,p59,1
s55,p60,0
s55,p61,0
s55,p62,0
s55,p63,1
s55,p64,1
s55,p65,1
s55,p66,1
s55,p67,0
s55,p68,1
s55,p69,1
s55,p70,1
s55,p71,1
s55,p72,0
s55,p73,1
s55,p74,1
s55,p75,1
s55,p76,1
s55,p77,0
s55,p78,0
s55,p79,0
s55,p80,1
s55,p81,1
s55,p82,0
s55,p83,1
s55,p84,1
s55,p85,1
s55,p86,0
s55,p87,0
s55,p88,1
s55,p89,1
s55,p90,1
s55,p91,0
s55,p92,0
s55,p93,1
s55,p94,0
s55,p95,1
s55,p96,0
s55,p97,1
s55,p98,1
s55,p99,1
s55,p100,0
s55,p101,1
s55,p102,0
s55,p103,0
s55,p104,1
s55,p105,1
s55,p106,1
s55,p107,0
s55,p108,1
s55,p109,1
s55,p110,0
s55,p111,0
s55,p112,1
s55,p113,1
s55,p114,1
s55,p115,0
s55,p116,1
s55,p117,1
s55,p118,1
s55,p119,0
s55,p120,1
s55,p121,0
s55,p122,0
s55,p123,1
s55,p124,0
s55,p125,1
s55,p126,1
s55,p127,1
s55,p128,0
s55,p129,1
s55,p130,0
s55,p131,0
s55,p132,0
s55,p133,0
s55,p134,0
s55,p135,0
s55,p136,1
s55,p137,1
s55,p138,1
s55,p139,1
s55,p140,1
s55,p141,1
s55,p142,0
s55,p143,1
s55,p144,1
s55,p145,0
s55,p146,0
s55,p147,1
s55,p148,0
s55,p149,1
s55,p150,0
s55,p151,1
s55,p152,1
s55,p153,0
s55,p154,0
s55,p155,1
s55,p156,1
s55,p157,1
s55,p158,1
s55,p159,1
s55,p160,1
s55,p161,0
s55,p162,1
s55,p163,1
s55,p164,1
s55,p165,0
s55,p166,0
s55,p167,0
s55,p168,1
s55,p169,0
s55,p170,1
s55,p171,1
s55,p172,0
s55,p173,1
s55,p174,1
s55,p175,0
s55,p176,1
s55,p177,0
s55,p178,1
s55,p179,0
s55,p180,1
s55,p181,0
s55,p182,0
s55,p183,1
s55,p184,1
s55,p185,0
s55,p186,1
s55,p187,1
s55,p188,1
s55,p189,1
s55,p190,1
s55,p191,1
s55,p192,1
s55,p193,1
s55,p194,1
s55,p195,0
s55,p196,1
s55,p197,1
s55,p198,1
s55,p199,1
s55,p200,1
s56,p1,1
s56,p2,0
s56,p3,0
s56,p4,0
s56,p5,0
s56,p6,0
s56,p7,1
s56,p8,1
s56,p9,1
s56,p10,1
s56,p11,1
s56,p12,1
s56,p13,0
s56,p14,1
s56,p15,1
s56,p16,0
s56,p17,0
s56,p18,1
s56,p19,1
s56,p20,0
s56,p21,0
s56,p22,1
s56,p23,0
s56,p24,0
s56,p25,1
s56,p26,0
s56,p27,1
s56,p28,0
s56,p29,1
s56,p30,0
s56,p31,0
s56,p32,0
s56,p33,0
s56,p34,0
s56,p35,1
s56,p36,1
s56,p37,0
s56,p38,1
s56,p39,1
s56,p40,1
s56,p41,0
s56,p42,0
s56,p43,0
s56,p44,0
s56,p45,0
s56,p46,1
s56,p47,0
s56,p48,1
s56,p49,0
s56,p50,0
s56,p51,0
s56,p52,0
s56,p53,1
s56,p54,1
s56,p55,0
s56,p56,0
s56,p57,1
s56,p58,0
s56,p59,0
s56,p60,0
s56,p61,1
s56,p62,0
s56,p63,1
s56,p64,0
s56,p65,0
s56,p66,1
s56,p67,1
s56,p68,0
s56,p69,0
s56,p70,0
s56,p71,0
s56,p72,1
s56,p73,1
s56,p74,0
s56,p75,1
s56,p76,0
s56,p77,0
s56,p78,1
s56,p79,1
s56,p80,0
s56,p81,0
s56,p82,1
s56,p83,1
s56,p84,0
s56,p85,0
s56,p86,1
s56,p87,1
s56,p88,0
s56,p89,0
s56,p90,0
s56,p91,0
s56,p92,1
s56,p93,0
s56,p94,0
s56,p95,1
s56,p96,0
s56,p97,1
s56,p98,1
s56,p99,0
s56,p100,0
s56,p101,0
s56,p102,0
s56,p103,0
s56,p104,1
s56,p105,1
s56,p106,1
s56,p107,1
s56,p108,0
s56,p109,1
s56,p110,0
s56,p111,1
s56,p112,0
s56,p113,0
s56,p114,0
s56,p115,1
s56,p116,1
s56,p117,0
s56,p118,1
s56,p119,0
s56,p120,1
s56,p121,0
s56,p122,1
s56,p123,0
s56,p124,1
s56,p125,0
s56,p126,0
s56,p127,0
s56,p128,1
s56,p129,0
s56,p130,1
s56,p131,0
s56,p132,0
s56,p133,1
s56,p134,0
s56,p135,1
s56,p136,0
s56,p137,1
s56,p138,1
s56,p139,0
s56,p140,1
s56,p141,0
s56,p142,0
s56,p143,1
s56,p144,0
s56,p145,0
s56,p146,0
s56,p147,0
s56,p148,0
s56,p149,1
s56,p150,0
s56,p151,1
s56,p152,1
s56,p153,0
s56,p154,0
s56,p155,0
s56,p156,1
s56,p157,1
s56,p158,0
s56,p159,0
s56,p160,0
s56,p161,0
s56,p162,0
s56,p163,1
s56,p164,0
s56,p165,1
s56,p166,1
s56,p167,0
s56,p168,0
s56,p169,1
s56,p170,0
s56,p171,1
s56,p172,1
s56,p173,1
s56,p174,0
s56,p175,0
s56,p176,1
s56,p177,0
s56,p178,0
s56,p179,0
s56,p180,1
s56,p181,0
s56,p182,0
s56,p183,0
s56,p184,1
s56,p185,0
s56,p186,1
s56,p187,1
s56,p188,0
s56,p189,0
s56,p190,1
s56,p191,0
s56,p192,0
s56,p193,1
s56,p194,0
s56,p195,0
s56,p196,1
s56,p197,0
s56,p198,0
s56,p199,1
s56,p200,0
s57,p1,1
s57,p2,1
s57,p3,0
s57,p4,1
s57,p5,1
s57,p6,1
s57,p7,0
s57,p8,1
s57,p9,0
s57,p10,0
s57,p11,0
s57,p12,1
s57,p13,1
s57,p14,1
s57,p15,1
s57,p16,0
s57,p17,0
s57,p18,1
s57,p19,0
s57,p20,1
s57,p21,0
s57,p22,1
s57,p23,1
s57,p24,1
s57,p25,1
s57,p26,0
s57,p27,1
s57,p28,1
s57,p29,1
s57,p30,1
s57,p31,1
s57,p32,0
s57,p33,0
s57,p34,1
s57,p35,1
s57,p36,1
s57,p37,1
s57,p38,1
s57,p39,1
s57,p40,0
s57,p41,0
s57,p42,0
s57,p43,1
s57,p44,0
s57,p45,1
s57,p46,0
s57,p47,0
s57,p48,1
s57,p49,0
s57,p50,0
s57,p51,0
s57,p52,1
s57,p53,1
s57,p54,1
s57,p55,0
s57,p56,0
s57,p57,1
s57,p58,1
s57,p59,1
s57,p60,0
s57,p61,1
s57,p62,1
s57,p63,0
s57,p64,0
s57,p65,1
s57,p66,0
s57,p67,0
s57,p68,0
s57,p69,0
s57,p70,1
s57,p71,0
s57,p72,1
s57,p73,0
s57,p74,0
s57,p75,1
s57,p76,1
s57,p77,1
s57,p78,1
s57,p79,1
s57,p80,1
s57,p81,1
s57,p82,1
s57,p83,1
s57,p84,1
s57,p85,0
s57,p86,1
s57,p87,0
s57,p88,1
s57,p89,0
s57,p90,1
s57,p91,1
s57,p92,0
s57,p93,0
s57,p94,0
s57,p95,0
s57,p96,1
s57,p97,1
s57,p98,0
s57,p99,1
s57,p100,1
s57,p101,0
s57,p102,1
s57,p103,1
s57,p104,1
s57,p105,1
s57,p106,1
s57,p107,1
s57,p108,0
s57,p109,1
s57,p110,1
s57,p111,1
s57,p112,0
s57,p113,0
s57,p114,1
s57,p115,1
s57,p116,1
s57,p117,0
s57,p118,0
s57,p119,1
s57,p120,0
s57,p121,1
s57,p122,1
s57,p123,0
s57,p124,1
s57,p125,1
s57,p126,0
s57,p127,0
s57,p128,1
s57,p129,0
s57,p130,1
s57,p131,1
s57,p132,1
s57,p133,0
s57,p134,1
s57,p135,1
s57,p136,0
s57,p137,1
s57,p138,0
s57,p139,1
s57,p140,1
s57,p141,1
s57,p142,1
s57,p143,1
s57,p144,0
s57,p145,1
s57,p146,1
s57,p147,0
s57,p148,1
s57,p149,1
s57,p150,1
s57,p151,0
s57,p152,0
s57,p153,1
s57,p154,0
s57,p155,1
s57,p156,1
s57,p157,1
s57,p158,0
s57,p159,0
s57,p160,0
s57,p161,1
s57,p162,0
s57,p163,0
s57,p164,1
s57,p165,1
s57,p166,0
s57,p167,1
s57,p168,0
s57,p169,1
s57,p170,0
s57,p171,1
s57,p172,1
s57,p173,1
s57,p174,1
s57,p175,1
s57,p176,0
s57,p177,1
s57,p178,0
s57,p179,1
s57,p180,0
s57,p181,0
s57,p182,0
s57,p183,0
s57,p184,0
s57,p185,0
s57,p186,1
s57,p187,0
s57,p188,0
s57,p189,1
s57,p190,0
s57,p191,0
s57,p192,1
s57,p193,0
s57,p194,0
s57,p195,0
s57,p196,0
s57,p197,0
s57,p198,1
s57,p199,1
s57,p200,0
s58,p1,1
s58,p2,1
s58,p3,1
s58,p4,1
s58,p5,0
s58,p6,0
s58,p7,0
s58,p8,0
s58,p9,0
s58,p10,0
s58,p11,0
s58,p12,1
s58,p13,1
s58,p14,1
s58,p15,1
s58,p16,1
s58,p17,0
s58,p18,1
s58,p19,0
s58,p20,1
s58,p21,1
s58,p22,0
s58,p23,0
s58,p24,1
s58,p25,1
s58,p26,0
s58,p27,0
s58,p28,1
s58,p29,0
s58,p30,1
s58,p31,0
s58,p32,1
s58,p33,1
s58,p34,0
s58,p35,0
s58,p36,1
s58,p37,1
s58,p38,1
s58,p39,1
s58,p40,0
s58,p41,0
s58,p42,0
s58,p43,0
s58,p44,0
s58,p45,0
s58,p46,0
s58,p47,0
s58,p48,1
s58,p49,1
s58,p50,1
s58,p51,0
s58,p52,1
s58,p53,0
s58,p54,0
s58,p55,1
s58,p56,0
s58,p57,0
s58,p58,1
s58,p59,1
s58,p60,0
s58,p61,0
s58,p62,1
s58,p63,0
s58,p64,0
s58,p65,1
s58,p66,1
s58,p67,0
s58,p68,1
s58,p69,1
s58,p70,1
s58,p71,0
s58,p72,0
s58,p73,1
s58,p74,0
s58,p75,0
s58,p76,1
s58,p77,1
s58,p78,0
s58,p79,0
s58,p80,1
s58,p81,1
s58,p82,0
s58,p83,1
s58,p84,1
s58,p85,1
s58,p86,0
s58,p87,1
s58,p88,0
s58,p89,0
s58,p90,0
s58,p91,1
s58,p92,1
s58,p93,0
s58,p94,0
s58,p95,0
s58,p96,1
s58,p97,1
s58,p98,0
s58,p99,0
s58,p100,1
s58,p101,1
s58,p102,1
s58,p103,1
s58,p104,0
s58,p105,0
s58,p106,1
s58,p107,0
s58,p108,1
s58,p109,1
s58,p110,0
s58,p111,1
s58,p112,1
s58,p113,1
s58,p114,1
s58,p115,1
s58,p116,1
s58,p117,1
s58,p118,1
s58,p119,0
s58,p120,1
s58,p121,1
s58,p122,0
s58,p123,1
s58,p124,1
s58,p125,1
s58,p126,1
s58,p127,0
s58,p128,0
s58,p129,1
s58,p130,0
s58,p131,1
s58,p132,0
s58,p133,1
s58,p134,0
s58,p135,1
s58,p136,0
s58,p137,0
s58,p138,0
s58,p139,1
s58,p140,1
s58,p141,0
s58,p142,1
s58,p143,1
s58,p144,1
s58,p145,0
s58,p146,0
s58,p147,1
s58,p148,0
s58,p149,1
s58,p150,1
s58,p151,1
s58,p152,0
s58,p153,1
s58,p154,0
s58,p155,1
s58,p156,1
s58,p157,0
s58,p158,0
s58,p159,1
s58,p160,1
s58,p161,0
s58,p162,0
s58,p163,0
s58,p164,0
s58,p165,0
s58,p166,1
s58,p167,0
s58,p168,0
s58,p169,0
s58,p170,1
s58,p171,0
s58,p172,1
s58,p173,1
s58,p174,0
s58,p175,0
s58,p176,0
s58,p177,1
s58,p178,1
s58,p179,0
s58,p180,1
s58,p181,1
s58,p182,0
s58,p183,1
s58,p184,0
s58,p185,1
s58,p186,0
s58,p187,0
s58,p188,0
s58,p189,1
s58,p190,0
s58,p191,1
s58,p192,1
s58,p193,1
s58,p194,1
s58,p195,0
s58,p196,0
s58,p197,1
s58,p198,1
s58,p199,1
s58,p200,1
s59,p1,0
s59,p2,1
s59,p3,0
s59,p4,0
s59,p5,1
s59,p6,0
s59,p7,0
s59,p8,1
s59,p9,0
s59,p10,0
s59,p11,1
s59,p12,1
s59,p13,0
s59,p14,0
s59,p15,1
s59,p16,1
s59,p17,1
s59,p18,0
s59,p19,0
s59,p20,1
s59,p21,1
s59,p22,1
s59,p23,0
s59,p24,0
s59,p25,1
s59,p26,0
s59,p27,0
s59,p28,0
s59,p29,1
s59,p30,0
s59,p31,1
s59,p32,1
s59,p33,1
s59,p34,1
s59,p35,1
s59,p36,1
s59,p37,0
s59,p38,0
s59,p39,0
